Date,Treatment,Plot,Position,Species name,E,A,Ca,Ci,Pci,gsw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Fs,Fm',PhiPS2,ETR,Fv'/Fm',PhiCO2,NPQ,Qin,Qabs,alpha,convert,S,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Fan_speed,State
1/18/20,control,15,3,MANBID,0.000280998,1.045109321,398.547,330.0818667,32.34072977,0.026943752,0.01676008,82.01258784,26.49900612,25.8474,3.343909293,69.30947692,2.346247498,3.385175595,0.997661795,-12.39203231,30.07188272,2.385538807,102.0779771,1157.673077,1238.48,0.065246853,13.73800194,0.575398876,0.00290102,1.866998256,499.905,421.1084891,0.84237703,0.19475406,4.8,398.547,399.935,23.9467,23.6177,400.15,97.7782,0.199705,26.0546,25.8474,9975,5-May
1/18/20,control,15,5,PREMON,0.001553617,0.620323928,398.363,385.0085019,37.72397349,0.151488292,0.092017961,82.02922361,26.14318249,25.8766,3.349698083,69.17350519,2.341049106,3.384314701,1.008648978,-68.51452222,23.27206884,2.000095791,38.78686602,1462.682308,1497.55,0.023283157,4.903446389,0.563473674,0.001891872,1.371019332,500.016,421.2011552,0.842375354,0.194750709,5.4,398.363,400.035,23.8926,21.8465,400.229,97.7825,0.199683,26.0503,25.8766,10050,5-May
1/18/20,control,15,6,SCHMOR,0.000334141,1.124987011,398.064,337.6069911,33.08428088,0.033259422,0.020641045,82.03311931,26.46379457,25.6489,3.304788498,69.55994008,2.340723199,3.365044876,0.964065298,-14.73560843,36.72330501,3.505111636,107.5259275,1237.976154,1266.94,0.022861261,4.81486016,0.578969801,0.003089854,1.802595229,500.044,421.2243705,0.842374612,0.194749224,6,398.064,399.952,23.8858,23.3963,399.787,97.7974,0.199033,25.9538,25.6489,10050,5-May
1/18/20,control,15,7,INGLAU,0.000220242,1.573768348,397.462,278.428098,27.28336756,0.022259842,0.013846459,82.0564047,26.66254759,25.7201,3.318774508,69.83828671,2.372159156,3.396645691,0.946615352,-9.712665685,46.93495108,4.508142935,123.786833,1814.816538,1932.56,0.060926161,12.83520561,0.57785528,0.00415417,0.837314236,500.176,421.3364315,0.842376347,0.194752693,6,397.462,399.955,24.208,23.8855,399.833,97.7906,0.200112,26.1118,25.7201,9975,5-May
1/18/20,control,15,8,TETBAL,0.000469278,1.985033578,396.786,322.1238485,31.56403845,0.046614476,0.028846179,82.02375905,26.59683223,25.8297,3.34040459,69.74694843,2.371537047,3.400201874,0.968867542,-20.69515407,35.88528773,3.452653998,100.6665467,1669.373846,1764.45,0.0538843,11.34715236,0.623293378,0.005132328,1.01236646,499.975,421.1672891,0.842376697,0.194753394,6,396.786,400.042,24.2025,23.5158,400.105,97.7869,0.200376,26.1295,25.8297,9960,5-May
1/18/20,control,15,9,TETBAL,0.000121257,0.365784895,399.385,344.2099707,33.72933226,0.011945157,0.00744663,82.04222976,26.75909217,25.8083,3.33617155,69.44728725,2.367511038,3.40907634,0.968660512,-5.347443456,43.63619479,4.207465996,124.5384471,1754.259615,1760.57,0.003584285,0.754951496,0.578647824,0.001287386,1.016801377,500.08,421.256401,0.842378022,0.194756043,6,399.385,400.006,24.1606,23.9832,400.206,97.7897,0.200873,26.1736,25.8083,9930,5-May
1/18/20,control,15,11,GUAGUI,0.000390954,0.535522949,398.999,370.870342,36.33981836,0.039349286,0.024388457,82.05837641,26.67491355,25.831,3.340661888,69.96241775,2.386312865,3.410849627,0.954349023,-17.24105764,42.19090257,4.048007589,111.0562289,1239.771923,1273.21,0.026262814,5.532912507,0.59053102,0.001689946,1.788793679,500.192,421.349562,0.842375652,0.194751303,6,398.999,400.036,24.3538,23.7818,400.104,97.7851,0.200137,26.1824,25.831,10005,5-May
1/18/20,control,15,12,GUAGUI,0.000158879,0.609807885,398.957,327.9391515,32.13440459,0.015088555,0.009399778,82.00472145,26.75491384,26.0098,3.376215661,69.51873921,2.370871413,3.41040623,1.005344248,-7.006546519,20.27024461,1.964688648,97.23310819,1742.156538,1797.55,0.030816089,6.487940196,0.536368947,0.001867466,0.97531084,499.866,421.0748553,0.842375467,0.194750934,6,398.957,399.967,24.1953,23.9627,399.917,97.788,0.200924,26.1802,26.0098,9870,5-May
1/18/20,control,15,15,PREMON,0.000231139,0.229707339,399.598,375.9984326,36.84332313,0.021724531,0.013531713,82.03373088,26.52241283,26.0341,3.381073051,69.62948908,2.36506704,3.396645691,1.016006011,-10.19322445,12.69831135,0.895672172,85.43448995,742.6637308,746.588,0.005256272,1.107043621,0.507894582,0.000964424,3.755929643,500.048,421.2277162,0.842374565,0.194749129,3.6,399.598,399.888,24.1363,23.9332,399.811,97.7872,0.20077,26.1118,26.0341,9915,5-May
1/18/20,control,15,16,MANBID,0.001025597,0.457174593,398.919,384.6764388,37.69644801,0.09816175,0.060312275,82.04509342,26.3147733,25.8315,3.340760854,68.61931528,2.326514056,3.390465275,1.014246797,-45.22883998,36.41670701,2.872699432,76.10565988,817.2376538,850.846,0.039499917,8.320094907,0.525225481,0.001504278,3.173164121,500.098,421.2715162,0.842377926,0.194755853,4.8,398.919,399.959,23.7411,22.5391,399.833,97.7959,0.199309,26.081,25.8315,10050,5-Apr
1/19/20,control,9,2,MANBID,0.000393916,2.096663498,396.518,305.0957434,29.94802702,0.03944229,0.02444538,82.04478599,26.18705599,25.4117,3.25856544,69.30364859,2.296597131,3.313818504,0.961968309,-17.37168018,33.96250125,3.24754835,101.8831554,2282.813846,2424.6,0.058478163,12.31769779,0.657502268,0.005395995,0.464455993,500.103,421.2751281,0.842376727,0.194753453,6,396.518,399.897,23.3966,22.8196,400.034,97.9596,0.199839,25.6949,25.4117,9970,5-May
1/19/20,control,9,3,TETBAL,0.001366892,0.220292179,398.945,390.3141836,38.31470277,0.145192585,0.088022756,82.0192995,25.83422667,25.188,3.215491673,69.0536669,2.284800477,3.30873157,0.930691196,-60.2799407,57.76438523,5.508874741,85.01261877,1786.584615,1820.68,0.018726731,3.943323085,0.611024452,0.00094226,0.950216403,499.947,421.1437739,0.84237684,0.194753679,6,398.945,400.093,23.2754,21.2735,400.143,97.9643,0.199447,25.669,25.188,9990,5-May
1/19/20,control,9,4,GUAGUI,0.000795864,0.265303449,399.202,387.2057066,38.0163426,0.078286809,0.048201577,81.99545357,25.98527483,25.4898,3.273721982,69.14913998,2.286778906,3.307024363,0.986943076,-35.09760494,22.64795561,1.955607126,71.50141136,1659.281923,1699.24,0.023515264,4.950208107,0.57649302,0.001049445,1.089592995,499.801,421.0208434,0.842376953,0.194753906,5.4,399.202,399.989,23.2914,22.2421,400.035,97.9799,0.201356,25.6603,25.4898,9910,5-May
1/19/20,control,9,7,MANBID,6.58E-05,1.267247723,398.154,78.37373213,7.695162508,0.006427791,0.004011868,82.02352331,26.19225165,25.3718,3.250845901,69.01548744,2.273033136,3.293511675,0.977812765,-2.900050294,26.38212562,2.515264773,108.0208634,2124.383077,2184.69,0.027604339,5.813041397,0.590587223,0.003428039,0.625274066,499.977,421.1686739,0.842376097,0.194752194,6,398.154,400.095,23.1504,23.054,399.824,97.9853,0.20018,25.5913,25.3718,10000,5-May
1/19/20,control,9,9,PREMON,0.005291177,2.697850498,399.363,383.8446798,37.68519356,0.527507907,0.307371905,82.01610773,24.68237134,25.5457,3.284608045,68.77734576,2.246475125,3.266300989,1.03813292,-233.3408963,-17.43363881,-1.078483237,-169.8369106,219.9965,223.646,0.016318199,3.436016944,0.454047915,0.00682546,14.87651914,499.927,421.1269739,0.842376935,0.19475387,0.6,399.363,400.085,22.8816,22.1057,399.802,97.9786,0.199636,25.4516,25.5457,10020,5-May
1/19/20,control,9,11,PREMON,0.00054017,0.114245656,399.604,390.0332053,38.29160665,0.055284673,0.03422024,81.99439755,25.99415156,25.1163,3.201791429,68.44508903,2.258639391,3.299929071,0.943152038,-23.82150541,73.99998549,5.812406749,137.9852844,444.8561538,448.958,0.009136369,1.92328807,0.410368008,0.000690661,6.90880216,499.798,421.0180162,0.842376353,0.194752705,4.8,399.604,400,23.0062,22.3731,400.121,97.9751,0.200148,25.6241,25.1163,10010,5-May
1/19/20,control,9,13,INGLAU,0.00045058,1.48701502,397.916,339.2762178,33.31204987,0.045468484,0.028190711,82.02514318,26.23401692,25.5566,3.28673441,69.80662509,2.332694245,3.341651658,0.954040165,-19.87058741,40.41818625,3.208578557,105.7813206,1848.157308,1937.35,0.046038502,9.695059451,0.604821018,0.003949813,0.832771569,499.98,421.171801,0.842377297,0.194754594,4.8,397.916,399.915,23.758,23.2303,400.114,97.9849,0.200732,25.836,25.5566,9910,5-May
1/19/20,control,9,12,INGLAU,0.000316604,0.976481161,398.333,346.0438841,33.97320644,0.033727312,0.020928209,82.0192995,26.35541731,25.2425,3.225939626,69.51127479,2.322824667,3.341651658,0.903114959,-13.96223762,70.93859339,6.804905772,145.800561,2108.579615,2202.61,0.042690438,8.989405985,0.544404139,0.002737821,0.612051157,499.947,421.1437739,0.84237684,0.194753679,6,398.333,399.987,23.6598,23.1961,399.974,97.9755,0.200506,25.836,25.2425,9920,5-May
1/19/20,control,9,14,GUAGUI,0.000573947,1.849292612,396.786,339.6219514,33.29957641,0.05839513,0.036047518,82.06919247,26.21545488,25.5245,3.280475803,69.96396925,2.330731443,3.331331066,0.94974436,-25.31104639,31.11489383,2.976493316,90.84953323,1269.31,1402.6,0.095030657,20.02338373,0.60186796,0.004807272,1.531527164,500.263,421.4089281,0.842374767,0.194749534,6,396.786,399.898,23.7711,22.9316,400.455,97.849,0.199952,25.7838,25.5245,9990,5-May
1/19/20,control,14,10,PREMON,0.000262119,1.296651172,397.78,307.5668994,30.15478305,0.024766752,0.015397914,82.01991105,26.46671295,25.7396,3.322613954,68.69313105,2.308559813,3.36068509,1.014054141,-11.55944487,23.12154779,2.211432227,95.7934462,1195.702692,1249.33,0.042924854,9.038839285,0.533958202,0.003498032,1.842099365,499.951,421.1471196,0.842376792,0.194753584,6,397.78,399.884,23.5464,23.162,399.501,97.8433,0.199705,25.9319,25.7396,10020,5-Apr
1/19/20,control,14,6,INGLAU,0.000562029,2.203939501,396.306,329.5114231,32.30384414,0.058394835,0.036049407,82.04243822,26.36763668,25.4681,3.269504587,69.60942794,2.339658379,3.361122836,0.929846208,-24.78550054,56.18009964,5.351718949,118.7887563,1743.353077,1887.6,0.076418162,16.09637241,0.568626828,0.005650698,0.881076499,500.099,421.2708586,0.842374927,0.194749854,6,396.306,399.949,23.8654,23.0418,399.672,97.8363,0.199282,25.9341,25.4681,10060,5-May
1/19/20,control,14,3,TETBAL,0.001172371,0.323610037,398.761,388.4776843,38.08083385,0.125447457,0.076344821,82.00883222,26.13584825,25.286,3.234300091,69.03291421,2.316094669,3.355058519,0.918205422,-51.70155618,73.48663818,7.085183846,110.8790981,1258.941923,1287.24,0.021983528,4.628537227,0.555374289,0.001187735,1.758397812,499.885,421.0913891,0.842376525,0.19475305,6,398.761,399.948,23.6274,21.9099,399.885,97.8247,0.201095,25.9036,25.286,9870,5-May
1/19/20,control,14,7,SCHMOR,0.000327871,0.754098144,398.605,354.0061836,34.69573824,0.03169436,0.019674909,82.04933791,26.35305568,25.6241,3.299929071,69.04419508,2.30721649,3.341651658,0.992712581,-14.4590897,25.26303099,2.43424562,95.28752482,729.1823077,749.608,0.027248498,5.739919502,0.574230798,0.002208947,3.736769085,500.135,421.3017129,0.842375984,0.194751968,6,398.605,399.931,23.5409,23.0611,400.357,97.8084,0.200448,25.836,25.6241,9900,5-May
1/19/20,control,14,12,TETBAL,0.00120382,0.676315193,398.313,383.3849747,37.57456074,0.126221032,0.076823746,82.03852183,26.19328003,25.3937,3.255080961,68.81725833,2.318433416,3.368970912,0.936647545,-53.08844005,69.69611519,6.657472833,105.3036698,2162.908077,2207.71,0.020293391,4.274217903,0.65529893,0.002024607,0.608327181,500.064,421.2423467,0.842376869,0.194753738,6,398.313,400.047,23.6557,21.8924,399.935,97.8079,0.19949,25.9735,25.3937,10020,5-May
1/19/20,control,14,16,SCHMOR,0.001156672,1.812684967,396.522,363.4556271,35.61913449,0.111546592,0.068111715,82.04490538,26.17458978,25.7521,3.325077178,68.72784736,2.310930139,3.362436374,1.014147039,-51.00923242,22.85484172,2.169114455,56.05962914,1502.336923,1579.42,0.048804673,10.28011745,0.593306404,0.004721893,1.248116397,500.104,421.2759467,0.842376679,0.194753358,6,396.522,399.928,23.5806,21.887,400.117,97.8024,0.198929,25.9407,25.7521,10140,5-May
1/19/20,control,14,11,MANBID,0.000295623,2.618112117,395.991,241.6655201,23.68250274,0.028291639,0.017575614,82.01420441,26.63821754,25.9122,3.356767489,69.35029954,2.355583961,3.396645691,1.001183528,-13.03696171,23.85212506,2.299445338,95.1288131,2617.716923,2801.49,0.065598334,13.81245691,0.716793563,0.00663619,0.267439827,499.922,421.1221857,0.842375782,0.194751564,6,395.991,400.094,24.0373,23.6045,399.977,97.7962,0.200828,26.1118,25.9122,9935,5-May
1/19/20,control,14,15,GUAGUI,0.001255348,1.022435092,397.625,378.1652458,37.06010409,0.127491955,0.077564108,82.02537562,26.28896235,25.7786,3.330304488,69.69233313,2.36350926,3.39134759,0.966795228,-55.36084955,36.65055133,3.531582403,66.8466598,1691.793462,1753.34,0.035102455,7.392243301,0.517138718,0.002846686,1.025117775,499.992,421.1809857,0.84237545,0.194750899,6,397.625,399.908,24.1175,22.2794,399.893,97.7989,0.200862,26.0854,25.7786,9930,5-May
1/19/20,control,14,8,INGLAU,0.000745884,2.190194,396.051,343.2076229,33.63532038,0.075857429,0.046664215,82.01401967,26.36278214,25.6295,3.30098664,69.60253144,2.347638336,3.372920908,0.953348304,-32.89349949,44.17482622,4.182644886,97.47799128,1639.641538,1763.97,0.070482186,14.84058975,0.530468205,0.005620135,1.012914052,499.914,421.1160467,0.842376982,0.194753965,6,396.051,399.78,23.9548,22.8626,399.936,97.8035,0.199336,25.9933,25.6295,10170,5-May
1/19/20,control,14,4,PREMON,0.000423391,1.078492047,398.048,350.6662924,34.36479521,0.042145688,0.026106944,82.03523441,26.41428506,25.6334,3.301750624,69.4878061,2.335570519,3.361122836,0.966180105,-18.67155187,36.21797154,3.456217863,103.0378719,1545.366538,1589.15,0.027551497,5.802800523,0.553685933,0.002979412,1.234351697,500.054,421.2330467,0.842375117,0.194750234,6,398.048,399.922,23.8327,23.2116,399.26,97.7995,0.19907,25.9341,25.6334,10050,5-May
1/19/20,control,14,1,MANBID,2.26E-05,1.090877919,398.322,-418.4793343,-41.01050356,0.002137406,0.00133527,82.06736415,26.44937554,25.7235,3.319443671,69.21423038,2.312597028,3.341216128,1.006846643,-0.996549735,13.25800849,1.267712756,95.59653567,905.7715385,962.332,0.058774375,12.38350635,0.437325164,0.003007686,2.689703761,500.241,421.3913434,0.842376661,0.194753322,6,398.322,399.972,23.5982,23.5651,399.956,97.7988,0.200074,25.8338,25.7235,10020,5-May
1/19/20,control,14,5,GUAGUI,0.001324215,2.157938681,396.148,363.5344803,35.62501145,0.134298988,0.081589788,82.04361364,25.99476373,25.3641,3.249358006,68.28239231,2.278814318,3.337338135,0.970543688,-58.39788096,53.76788165,5.163307358,82.57692168,1133.181538,1231.07,0.079514944,16.74880921,0.535136101,0.005541455,1.88425516,500.103,421.2745044,0.842375479,0.194750959,6,396.148,400.174,23.2541,21.3129,399.78,97.7952,0.201038,25.8142,25.3641,9930,5-May
1/19/20,drought,11,2,PREMON,0.000321935,0.140054111,399.455,385.2242722,37.74611017,0.030141505,0.018717376,82.02880314,26.25674545,25.7392,3.322535158,69.17576181,2.298320873,3.322436664,1.024214285,-14.19732308,-0.059724304,-0.005744367,67.76601139,733.794,754.514,0.027461386,5.78331842,0.513090546,0.000751642,3.705969671,500.01,421.196401,0.842375954,0.194751909,6,399.455,399.858,23.4559,22.9843,399.979,97.7844,0.200366,25.7387,25.7392,9930,5-May
1/19/20,drought,11,4,INGLAU,0.000412265,2.034630509,396.606,314.9236341,30.85451677,0.043121148,0.026704662,82.04023076,26.23280695,25.2472,3.226842029,69.39728799,2.306802136,3.324052283,0.920039893,-18.18089688,59.93067872,5.726990137,129.5170027,2819.02,2977.29,0.053159081,11.19687363,0.691538278,0.005248944,0.192601325,500.085,421.2591129,0.842375022,0.194750044,6,396.606,399.903,23.5449,22.9411,400.025,97.7745,0.200099,25.7469,25.2472,9990,5-May
1/19/20,drought,11,7,INGLAU,0.00097773,2.344022706,396.051,354.3958581,34.72261181,0.106479108,0.065079361,82.02809921,26.14778608,25.1836,3.21464946,69.27540802,2.317330327,3.345098057,0.897319133,-43.11790521,80.826163,7.678141176,127.4144982,2256.411154,2414.54,0.065490257,13.7919203,0.613168554,0.005984372,0.470557539,500.002,421.1899858,0.842376602,0.194753204,6,396.051,400.147,23.6518,22.2202,400.086,97.7776,0.199312,25.8534,25.1836,10080,5-Apr
1/19/20,drought,11,8,SCHMOR,0.000603706,0.903651514,398.259,366.8406354,35.94157883,0.058502519,0.03611261,82.02607955,26.32303256,25.5256,3.2806901,68.08567179,2.284016559,3.354621462,0.996673541,-26.62343738,45.05571634,4.316364879,104.7747234,1299.953846,1351.88,0.038410328,8.088973053,0.522102553,0.002564622,1.626505311,500,421.187401,0.842374802,0.194749604,6,398.259,399.976,23.312,22.4271,399.796,97.7751,0.200902,25.9014,25.5256,9985,5-May
1/19/20,drought,11,10,TETBAL,0.000739633,0.286028091,398.998,387.3590199,37.94694386,0.080654612,0.049560679,82.03436642,26.22560911,25.2688,3.230992084,69.98208443,2.340733609,3.344761203,0.890258475,-32.61779991,70.33284659,6.684779362,126.4341925,1717.093846,1770.93,0.030399933,6.402617943,0.583337568,0.001098136,1.005003021,500.045,421.2257891,0.842375764,0.194751529,6,398.998,399.87,23.894,22.8107,399.867,97.7635,0.199738,25.8517,25.2688,10080,5-May
1/19/20,drought,11,11,MANBID,0.000153609,1.301268359,397.982,250.7321177,24.56053806,0.014726943,0.009175507,81.99127746,26.41818,25.6829,3.311460774,69.24578414,2.315447625,3.343810246,0.99601315,-6.774136235,19.70673806,1.884643682,96.80852296,1660.486154,1724.56,0.037153736,7.820842551,0.580461103,0.00351023,1.058913578,499.775,420.9989891,0.842377048,0.194754096,6,397.982,400.025,23.6378,23.4129,400.118,97.7553,0.199993,25.8469,25.6829,10020,5-May
1/19/20,drought,11,12,GUAGUI,0.000686452,1.217800024,397.899,364.8131812,35.73481259,0.07265265,0.044719546,82.02483575,26.29226341,25.2955,3.236128457,69.17949013,2.320710023,3.354621462,0.915418433,-30.27254702,73.25183274,6.951214622,131.9553361,2206.681154,2297.62,0.039579585,8.334974033,0.621982747,0.00331058,0.545390448,499.985,421.1754129,0.842376097,0.194752194,6,397.899,400.135,23.6919,22.6868,400.073,97.755,0.198732,25.9014,25.2955,10110,5-May
1/19/20,drought,11,13,MANBID,0.000198537,1.223084639,398.074,289.4356271,28.34930043,0.019096251,0.011886526,82.05914897,26.41446395,25.7374,3.322180592,69.60053062,2.328509436,3.345534029,0.993671156,-8.755495334,14.14419893,1.358753459,88.80660603,1476.381538,1590.41,0.071697526,15.10490229,0.607321383,0.003321745,1.232581536,500.193,421.3507281,0.842376299,0.194752598,6,398.074,400.027,23.7732,23.4825,400.036,97.7461,0.200724,25.8556,25.7374,9960,5-May
1/19/20,drought,11,14,GUAGUI,0.001053717,2.324892867,395.763,352.9411295,34.56779505,0.103845198,0.063503855,82.04300207,26.16919197,25.6164,3.298421568,68.81261078,2.308211241,3.354343361,0.990210326,-46.46890467,34.21466065,3.258835796,73.04759384,2744.016923,2901.08,0.054139519,11.40370903,0.670708839,0.005937809,0.223930398,500.099,421.2711586,0.842375527,0.194751054,6,395.763,399.883,23.5671,22.0211,399.308,97.7443,0.197799,25.9,25.6164,10080,5-May
1/19/20,control,20,1,SCHMOR,0.000426372,1.934442261,396.8079978,322.7831671,31.68463971,0.045566334,0.028204713,82.03159324,25.49324686,24.5227,3.090313229,68.70912637,2.186344334,3.182029011,0.903968895,-18.80301417,58.80763044,5.571333443,127.607543,1651.236154,1743.98,0.053179421,11.19995141,1,0.005011653,1.035986651,500.031,421.2137424,0.842375257,0.194750515,6,396.808,399.952,22.2731,21.6503,400.053,97.9605,0.200256,25.0124,24.5227,9990,5-May
1/19/20,control,20,2,MANBID,-7.68E-05,0.378384017,399.5929996,462.8664526,45.44205747,-0.008715089,-0.005457012,82.00629479,25.60474731,24.3865,3.065218724,70.16450861,2.22566373,3.172064872,0.839554994,3.38499801,69.37006896,6.516253712,161.2776155,1612.915769,1616.4,0.00215555,0.453827263,1,0.001317853,1.196683989,499.869,421.0779576,0.842376618,0.194753236,6,399.593,400.112,22.6703,22.7823,400.285,97.9752,0.20011,24.9598,24.3865,10100,5-May
1/19/20,control,20,4,INGLAU,0.000548421,1.091519716,398.0299988,363.4062323,35.6768334,0.060866901,0.037555523,82.03551292,25.44691499,24.4499,3.076877765,69.25313812,2.203090128,3.181213427,0.873787636,-24.18538238,67.22291017,6.348195329,131.421236,4360.852692,4406.07,0.010262503,2.161445767,1,0.00301035,-0.194129916,500.052,421.2316848,0.842375762,0.194751525,6,398.03,399.986,22.4408,21.6408,400.45,97.9736,0.199822,25.0081,24.4499,10030,5-May
1/19/20,control,20,5,PREMON,0.000182474,1.095292615,398.2189987,304.9714455,29.93945456,0.01997953,0.012434103,82.02776923,25.55249239,24.4002,3.06773483,68.94418149,2.190791556,3.177630815,0.876943274,-8.047111817,70.64095184,6.696157795,151.317767,1257.359615,1297.17,0.030690183,6.463172991,1,0.003019617,1.737281929,500,421.1883,0.8423766,0.1947532,6,398.219,399.963,22.316,22.0497,400.313,97.9711,0.200237,24.9892,24.4002,9970,5-May
1/19/20,control,20,7,TETBAL,0.000582793,1.864219808,396.7269978,345.4715206,33.91284597,0.06585805,0.040590661,82.01824161,25.42195058,24.4181,3.071025018,69.58944778,2.211849551,3.178426646,0.859175467,-25.70115074,69.04175555,6.5411348,131.8999812,1776.569231,1914.23,0.071914435,15.14305662,1,0.004845776,0.854907717,499.944,421.1409457,0.842376238,0.194752475,6,396.727,399.86,22.5322,21.6809,399.937,97.9641,0.199841,24.9934,24.4181,9980,5-May
1/19/20,control,20,8,SCHMOR,-8.93E-05,0.522553464,399.2689994,480.4485511,47.15885945,-0.009506021,-0.005953376,82.01547032,25.64621392,24.5748,3.0999599,69.39355523,2.205347108,3.178028709,0.894612792,3.936294221,49.91278666,4.739273702,140.6038249,1654.197692,1662.54,0.005017809,1.056572131,1,0.001660034,1.135720043,499.93,421.1289,0.842375733,0.194751465,6,399.269,399.996,22.4678,22.5981,400.212,97.9557,0.200199,24.9913,24.5748,9960,5-Apr
1/19/20,control,20,9,PREMON,0.001115834,-0.042956413,399.31,394.4188584,38.71947378,0.134559242,0.081755625,82.05290362,25.24107162,24.0839,3.010102056,68.94461736,2.191079733,3.178028709,0.819022323,-49.20827213,108.975074,10.29963899,152.1193444,1621.580769,1639.73,0.011068426,2.331692643,1,0.000317045,1.165429674,500.161,421.3232424,0.84237524,0.19475048,6,399.31,399.914,22.3196,20.6902,400.108,97.9687,0.199714,24.9913,24.0839,9990,5-May
1/19/20,control,20,10,INGLAU,0.000201386,1.201179551,398.0769986,305.2542059,29.96796017,0.022028961,0.013703531,82.01115413,25.54845279,24.5243,3.090609089,69.62027619,2.212552365,3.178028709,0.878056724,-8.881118515,55.97182083,5.31255256,134.414409,2537.52,2685.17,0.054987208,11.57758212,1,0.003271697,0.322344582,499.896,421.1009305,0.842377075,0.194754151,6,398.077,399.992,22.5371,22.243,400.09,97.9741,0.199683,24.9913,24.5243,9960,5-May
1/19/20,control,20,10,INGLAU,0.000265272,0.172796915,399.5219998,383.6457051,37.62088827,0.0280502,0.017426818,82.03997247,25.56094075,24.5457,3.094568596,68.6417242,2.185840735,3.184419915,0.908727861,-11.69851284,57.44027693,5.453990108,133.2357267,2263.695,2362.34,0.041757325,8.795245224,0.562146008,0.000829264,0.503052059,500.08,421.2552,0.84237562,0.19475124,6,399.522,399.939,22.2905,21.9032,400.087,97.8615,0.200039,25.025,24.5457,9970,5-May
1/19/20,control,20,11,GUAGUI,0.000104517,0.74750108,398.8519991,285.6141775,28.00711118,0.011093658,0.006917039,82.04267209,25.59569689,24.5571,3.096679676,69.02733431,2.195252363,3.180265303,0.901427314,-4.609218051,53.19172597,5.07479809,135.6999781,2203.131923,2270.96,0.029867579,6.291149604,0.584307958,0.002193456,0.563532603,500.097,421.2694729,0.842375525,0.19475105,6,398.852,400.031,22.387,22.2344,400.074,97.8593,0.199947,25.0031,24.5571,9900,5-May
1/19/20,control,20,15,TETBAL,3.45E-05,0.968421663,398.6089989,-30.19286447,-2.960419208,0.003640059,0.002273266,82.0525278,25.59634346,24.5853,3.10190723,69.1437192,2.196306953,3.176437395,0.905600277,-1.522421712,47.66181803,4.524261885,132.716186,2182.785769,2258.08,0.033344359,7.024297913,0.6125558,0.002717556,0.572450932,500.155,421.3185119,0.842375887,0.194751774,6,398.609,400.076,22.3998,22.3494,400.11,97.8504,0.199893,24.9829,24.5853,9975,5-May
1/19/20,control,20,13,MANBID,-9.53E-05,0.256404937,399.7459997,433.3818641,42.49242436,-0.010286663,-0.006443318,82.04339999,25.65543785,24.5443,3.094309428,69.60729228,2.213247888,3.17962072,0.88106154,4.2005947,54.7019222,5.181333002,146.1272499,1909.580769,1967.4,0.02938865,6.190287415,0.543590526,0.0010277,0.804777879,500.098,421.2706152,0.842376125,0.19475225,6,399.746,400.072,22.573,22.7121,399.948,97.8486,0.19986,24.9997,24.5443,10005,5-Mar
1/19/20,control,20,14,GUAGUI,0.000172508,1.475896165,397.5819983,265.2392833,26.00481287,0.018608228,0.01158407,82.0326046,25.55580767,24.3896,3.065787904,68.51238623,2.177070697,3.177630815,0.888717207,-7.607620986,71.92167878,6.816302066,153.1629645,2523.505769,2614.63,0.034851673,7.340050737,0.617873275,0.003922997,0.358020064,500.034,421.2165457,0.84237581,0.19475162,6,397.582,399.89,22.2053,21.9533,400.066,97.8427,0.200141,24.9892,24.3896,9985,5-May
1/19/20,control,19,5,GUAGUI,0.000683699,0.893605447,398.4739991,373.1632088,36.58543932,0.074213064,0.045727113,82.03718049,25.37494136,24.4321,3.073600499,68.49693562,2.179852243,3.182408415,0.893748256,-30.15114126,77.15832114,6.621892257,135.6662526,1958.079615,2005.51,0.023650036,4.981145345,0.566594033,0.002540466,0.770482321,500.059,421.2378576,0.842376315,0.19475263,5.4,398.474,400.044,22.234,21.3348,399.878,97.8414,0.199989,25.0144,24.4321,9890,5-May
1/19/20,control,19,1,PREMON,0.002645732,0.855968238,397.148999,386.656376,37.89848273,0.307631947,0.180397002,82.04091215,24.72503908,24.4273,3.072717264,68.89580896,2.189371937,3.177801336,0.883345327,-116.6767825,67.12448128,6.39920034,38.88781121,1321.919615,1380.63,0.042524344,8.95690741,0.563952688,0.002450987,1.571811419,500.086,421.2602305,0.842375572,0.194751145,6,397.149,400.005,22.3369,18.4712,399.867,97.8157,0.200226,24.9901,24.4273,9905,5-May
1/19/20,control,19,3,INGLAU,0.000286617,1.332798964,397.8689985,323.8430154,31.73895787,0.031249142,0.019401653,82.03727286,25.52197864,24.5033,3.086727897,69.37408035,2.205280351,3.178824627,0.881447546,-12.63981486,59.2663978,5.59875215,134.262608,2328.835769,2492.16,0.065535211,13.80305646,0.603540704,0.003583066,0.424756035,500.063,421.2409271,0.842375715,0.19475143,6,397.869,400.031,22.5012,22.0827,400.197,97.8073,0.199933,24.9955,24.5033,10045,5-Apr
